Order_ID,Customer_ID,Product,Quantity,Unit_Price,Order_Date
62012,C0855,Keyboard,1,500,2025-07-08
77977,C0952,Mouse,5,70000,2025-07-13
45872,C0354,Keyboard,5,500,2025-07-09
29486,C0892,Laptop,5,25000,2025-07-25
96036,C0930,Keyboard,3,3000,2025-06-16
34064,C0454,Tablet,2,500,2025-07-30
57978,C0661,Keyboard,4,70000,2025-07-05
63073,C0116,Mouse,3,25000,2025-07-19
65378,C0657,Tablet,3,1500,2025-07-19
82270,C0249,Mouse,3,25000,2025-06-28
14926,C0815,Monitor,4,70000,2025-07-25
98898,C0719,Headphones,1,500,2025-06-27
97425,C0516,Headphones,1,1500,2025-06-22
96064,C0276,Monitor,5,1500,2025-08-01
82239,C0622,Tablet,5,25000,2025-07-22
53513,C0146,Mouse,3,500,2025-07-23
70442,C0359,Headphones,5,12000,2025-07-17
95155,C0658,Tablet,1,3000,2025-06-28
18872,C0831,Headphones,5,500,2025-07-09
27952,C0621,Keyboard,3,3000,2025-06-26
57346,C0505,Headphones,4,70000,2025-06-18
96712,C0828,Tablet,2,12000,2025-06-18
33517,C0458,Monitor,5,3000,2025-07-01
52973,C0762,Mouse,5,25000,2025-07-12
31403,C0702,Keyboard,1,500,2025-06-26
40486,C0095,Laptop,5,3000,2025-08-04
82151,C0567,Mouse,4,70000,2025-06-16
98418,C0646,Mouse,5,25000,2025-06-18
34529,C0936,Laptop,5,500,2025-07-14
27163,C0381,Keyboard,5,3000,2025-06-13
11035,C0279,Tablet,2,1500,2025-06-09
28078,C0451,Tablet,4,25000,2025-07-04
26926,C0329,Headphones,5,25000,2025-07-18
77873,C0035,Laptop,1,500,2025-07-02
36676,C0046,Headphones,1,3000,2025-08-03
86834,C0232,Headphones,5,12000,2025-07-27
86868,C0266,Headphones,3,1500,2025-07-23
63954,C0018,Keyboard,5,1500,2025-06-30
64330,C0033,Monitor,2,500,2025-06-09
15287,C0754,Mouse,1,70000,2025-06-26
49055,C0034,Keyboard,5,25000,2025-06-28
83261,C0551,Keyboard,4,12000,2025-06-11
75536,C0897,Keyboard,1,1500,2025-06-14
64159,C0654,Mouse,5,1500,2025-06-13
83742,C0553,Headphones,4,1500,2025-06-10
90853,C0806,Mouse,4,70000,2025-08-01
62902,C0480,Keyboard,2,3000,2025-06-29
22725,C0420,Laptop,5,25000,2025-06-09
36248,C0261,Mouse,1,70000,2025-07-14
57166,C0156,Keyboard,5,1500,2025-06-11
57194,C0525,Tablet,3,1500,2025-06-24
39085,C0435,Keyboard,5,3000,2025-06-23
73016,C0329,Keyboard,3,70000,2025-07-02
13214,C0079,Monitor,4,1500,2025-07-01
84368,C0291,Laptop,3,12000,2025-06-18
53615,C0737,Monitor,5,12000,2025-06-24
24010,C0798,Headphones,5,1500,2025-07-01
83302,C0127,Tablet,2,500,2025-07-01
28784,C0563,Laptop,2,500,2025-06-09
37639,C0786,Laptop,5,12000,2025-07-13
91136,C0885,Tablet,2,1500,2025-06-19
91514,C0423,Headphones,5,500,2025-06-26
87132,C0681,Keyboard,3,70000,2025-06-24
20747,C0738,Monitor,5,1500,2025-06-26
67975,C0674,Mouse,4,1500,2025-07-07
81205,C0496,Monitor,1,500,2025-06-06
41260,C0441,Mouse,1,12000,2025-07-21
84891,C0815,Laptop,5,1500,2025-07-19
56927,C0781,Headphones,4,3000,2025-06-22
33929,C0746,Mouse,3,12000,2025-07-24
83544,C0296,Monitor,1,500,2025-07-18
20301,C0321,Tablet,1,12000,2025-06-07
22450,C0578,Mouse,5,70000,2025-07-20
95711,C0483,Tablet,2,500,2025-07-03
73668,C0429,Mouse,1,12000,2025-06-18
96477,C0233,Tablet,4,70000,2025-06-18
53618,C0673,Keyboard,4,1500,2025-07-11
17526,C0053,Monitor,3,70000,2025-08-02
13716,C0239,Monitor,1,70000,2025-06-23
68662,C0812,Headphones,3,12000,2025-08-04
30755,C0137,Keyboard,2,70000,2025-07-04
55314,C0934,Laptop,4,500,2025-06-27
46208,C0015,Laptop,3,12000,2025-06-23
50671,C0394,Monitor,1,70000,2025-07-27
79713,C0459,Mouse,4,500,2025-07-03
83140,C0732,Headphones,2,70000,2025-06-19
28881,C0812,Mouse,5,12000,2025-07-11
92155,C0111,Monitor,1,70000,2025-06-20
78534,C0976,Monitor,1,3000,2025-07-25
61874,C0578,Keyboard,2,25000,2025-07-29
85410,C0768,Tablet,2,25000,2025-06-09
40135,C0602,Mouse,4,12000,2025-06-22
44475,C0311,Keyboard,2,500,2025-06-21
84430,C0102,Keyboard,2,500,2025-07-21
93943,C0263,Headphones,1,500,2025-06-12
16890,C0553,Mouse,1,500,2025-06-12
83121,C0470,Mouse,1,70000,2025-06-13
91291,C0227,Headphones,5,500,2025-07-01
30938,C0283,Laptop,3,3000,2025-07-17
26951,C0418,Monitor,3,500,2025-06-16
23368,C0825,Keyboard,1,1500,2025-06-29
69571,C0232,Laptop,2,500,2025-07-15
73996,C0223,Monitor,4,1500,2025-07-13
73238,C0216,Headphones,1,12000,2025-07-21
87143,C0052,Laptop,2,70000,2025-07-22
18221,C0343,Mouse,5,25000,2025-06-14
15840,C0616,Mouse,2,3000,2025-07-05
40199,C0701,Monitor,2,12000,2025-07-29
45579,C0344,Tablet,4,70000,2025-06-25
13870,C0511,Keyboard,2,12000,2025-07-11
55366,C0745,Headphones,5,25000,2025-07-16
99464,C0508,Headphones,1,25000,2025-07-26
81290,C0999,Headphones,5,70000,2025-07-01
99094,C0798,Laptop,5,3000,2025-06-12
37219,C0927,Laptop,3,3000,2025-06-27
89842,C0143,Monitor,1,3000,2025-07-16
42170,C0327,Headphones,3,70000,2025-07-20
49663,C0624,Laptop,3,1500,2025-07-28
51112,C0174,Laptop,2,500,2025-07-05
55487,C0005,Monitor,3,1500,2025-07-11
88055,C0024,Headphones,2,3000,2025-08-02
76010,C0169,Tablet,1,3000,2025-06-16
91972,C0397,Laptop,5,25000,2025-07-19
67311,C0672,Monitor,1,12000,2025-07-25
41379,C0902,Mouse,3,12000,2025-08-03
68086,C0519,Keyboard,4,1500,2025-07-04
80789,C0431,Headphones,3,3000,2025-06-16
23921,C0683,Headphones,4,12000,2025-07-07
45473,C0322,Tablet,1,12000,2025-06-13
18576,C0697,Headphones,5,3000,2025-07-04
18224,C0369,Monitor,3,25000,2025-07-02
48297,C0633,Monitor,3,1500,2025-07-17
16950,C0614,Tablet,4,1500,2025-07-23
26620,C0249,Monitor,2,70000,2025-07-08
47422,C0920,Laptop,2,3000,2025-06-06
93464,C0714,Monitor,5,12000,2025-06-17
10228,C0105,Laptop,4,25000,2025-06-25
17634,C0117,Mouse,1,70000,2025-06-14
75518,C0574,Monitor,4,70000,2025-06-27
61760,C0782,Monitor,4,3000,2025-07-03
26405,C0887,Tablet,2,12000,2025-06-16
84723,C0170,Tablet,2,70000,2025-07-27
65203,C0967,Mouse,4,25000,2025-06-17
16660,C0469,Keyboard,4,12000,2025-07-06
89009,C0505,Headphones,5,25000,2025-07-28
71388,C0609,Keyboard,1,25000,2025-08-02
22572,C0081,Mouse,4,500,2025-07-07
73370,C0052,Monitor,1,1500,2025-06-22
27701,C0240,Laptop,3,70000,2025-06-10
17923,C0059,Headphones,2,500,2025-07-06
20084,C0929,Laptop,1,1500,2025-06-21
93846,C0413,Tablet,3,3000,2025-06-24
50429,C0963,Tablet,3,500,2025-07-31
27813,C0555,Mouse,3,1500,2025-06-08
91120,C0935,Monitor,4,70000,2025-07-06
61084,C0464,Keyboard,1,1500,2025-07-25
87694,C0854,Mouse,1,25000,2025-06-18
47656,C0101,Headphones,5,25000,2025-06-21
34521,C0339,Mouse,5,70000,2025-07-28
54671,C0428,Keyboard,4,25000,2025-06-22
64697,C0421,Keyboard,5,1500,2025-06-10
74595,C0821,Laptop,2,25000,2025-07-11
14463,C0365,Laptop,3,70000,2025-07-17
39343,C0353,Mouse,4,70000,2025-07-18
76133,C0774,Monitor,4,70000,2025-08-02
87456,C0344,Laptop,2,12000,2025-06-24
65181,C0559,Mouse,5,1500,2025-07-27
95330,C0669,Keyboard,2,1500,2025-08-03
43109,C0517,Headphones,5,12000,2025-07-11
65286,C0921,Monitor,1,70000,2025-06-28
78350,C0287,Headphones,1,1500,2025-07-10
52665,C0321,Keyboard,5,25000,2025-06-27
63901,C0776,Laptop,5,70000,2025-07-06
75895,C0971,Tablet,4,500,2025-07-12
81620,C0803,Laptop,4,3000,2025-08-03
83586,C0838,Laptop,2,3000,2025-07-12
39400,C0365,Keyboard,2,500,2025-06-08
89408,C0601,Monitor,3,70000,2025-06-11
41175,C0460,Headphones,1,70000,2025-06-19
17340,C0374,Laptop,4,500,2025-06-27
80372,C0522,Laptop,2,1500,2025-06-08
31251,C0366,Monitor,1,25000,2025-06-28
24063,C0912,Keyboard,4,500,2025-07-14
55794,C0276,Tablet,2,3000,2025-06-30
88605,C0091,Keyboard,5,1500,2025-06-20
34976,C0069,Headphones,3,25000,2025-07-15
37265,C0875,Headphones,4,70000,2025-06-12
94074,C0601,Laptop,2,70000,2025-07-13
31459,C0411,Tablet,5,3000,2025-06-15
32201,C0501,Mouse,2,25000,2025-06-14
19908,C0822,Tablet,4,70000,2025-07-16
43003,C0091,Keyboard,2,3000,2025-06-20
16112,C0058,Laptop,4,3000,2025-07-25
93891,C0444,Mouse,3,3000,2025-07-01
79424,C0380,Headphones,3,1500,2025-07-13
28275,C0467,Headphones,1,1500,2025-07-31
93395,C0264,Monitor,5,70000,2025-06-15
30645,C0857,Headphones,4,12000,2025-07-18
25538,C0062,Monitor,5,500,2025-07-10
86051,C0160,Tablet,5,1500,2025-06-06
47307,C0935,Monitor,3,12000,2025-06-17
65255,C0922,Headphones,3,500,2025-06-15
28188,C0337,Keyboard,4,12000,2025-07-12
55183,C0712,Headphones,4,12000,2025-08-04
24512,C0098,Keyboard,5,12000,2025-07-02
94259,C0022,Mouse,5,3000,2025-08-01
23123,C0226,Monitor,3,70000,2025-06-26
47368,C0582,Mouse,4,70000,2025-06-13
62001,C0370,Headphones,4,3000,2025-06-11
12985,C0653,Keyboard,2,70000,2025-06-25
43007,C0887,Keyboard,4,3000,2025-06-21
59591,C0916,Laptop,2,70000,2025-06-25
19767,C0095,Keyboard,5,70000,2025-07-07
35500,C0483,Keyboard,5,1500,2025-07-19
85389,C0795,Headphones,1,1500,2025-07-02
60720,C0820,Tablet,5,70000,2025-06-17
71181,C0106,Monitor,3,500,2025-07-15
49143,C0670,Monitor,2,12000,2025-07-13
41570,C0683,Headphones,4,3000,2025-06-20
74540,C0943,Mouse,5,3000,2025-06-19
88480,C0675,Keyboard,1,3000,2025-07-06
16380,C0911,Tablet,1,500,2025-07-10
98414,C0640,Laptop,1,12000,2025-07-03
18369,C0409,Headphones,1,500,2025-06-12
91446,C0280,Laptop,4,25000,2025-07-15
58232,C0330,Tablet,4,500,2025-07-28
15350,C0221,Headphones,2,500,2025-07-29
80205,C0004,Keyboard,4,1500,2025-07-03
72707,C0592,Tablet,3,1500,2025-07-12
93613,C0814,Laptop,5,25000,2025-06-14
98590,C0728,Laptop,2,500,2025-07-11
18305,C0199,Keyboard,2,3000,2025-07-27
76064,C0313,Headphones,3,1500,2025-08-03
78429,C0119,Headphones,3,500,2025-06-30
30586,C0303,Mouse,4,1500,2025-07-26
92158,C0853,Laptop,3,25000,2025-07-02
30704,C0333,Headphones,4,3000,2025-06-27
95501,C0631,Monitor,4,12000,2025-06-16
11857,C0108,Monitor,2,500,2025-07-16
67558,C0745,Tablet,3,12000,2025-07-25
24175,C0353,Mouse,3,3000,2025-06-14
45025,C0984,Mouse,1,3000,2025-06-07
64608,C0921,Monitor,2,12000,2025-06-07
83985,C0408,Monitor,3,3000,2025-07-20
15224,C0167,Mouse,3,500,2025-06-21
84420,C0429,Keyboard,2,25000,2025-07-18
51992,C0110,Keyboard,4,25000,2025-07-24
22906,C0238,Laptop,1,500,2025-07-15
92060,C0248,Laptop,3,3000,2025-06-12
35690,C0165,Headphones,3,500,2025-06-09
70785,C0058,Tablet,5,70000,2025-07-29
12831,C0327,Keyboard,1,12000,2025-07-21
13501,C0529,Mouse,1,25000,2025-06-08
11175,C0199,Headphones,2,12000,2025-08-01
46261,C0268,Headphones,5,12000,2025-07-04
48004,C0419,Monitor,4,25000,2025-07-07
20835,C0648,Laptop,2,3000,2025-07-20
17130,C0532,Mouse,1,3000,2025-07-19
26185,C0386,Mouse,4,70000,2025-06-29
49450,C0489,Tablet,1,3000,2025-06-11
80743,C0014,Laptop,3,12000,2025-06-19
71391,C0638,Mouse,3,1500,2025-06-29
35111,C0406,Laptop,5,25000,2025-06-25
27480,C0637,Laptop,1,500,2025-07-10
52553,C0951,Laptop,1,3000,2025-07-10
64579,C0436,Headphones,5,1500,2025-07-23
28080,C0577,Mouse,5,3000,2025-06-20
10913,C0257,Monitor,4,3000,2025-07-31
60592,C0478,Headphones,5,1500,2025-07-14
21052,C0826,Tablet,3,25000,2025-07-13
91203,C0847,Headphones,1,70000,2025-07-29
65959,C0072,Mouse,1,25000,2025-07-16
88799,C0035,Keyboard,3,500,2025-06-24
51943,C0631,Laptop,4,1500,2025-06-07
72132,C0286,Monitor,2,25000,2025-07-18
25066,C0311,Keyboard,1,12000,2025-06-21
72770,C0829,Tablet,4,12000,2025-07-08
16809,C0744,Tablet,3,25000,2025-06-23
15227,C0568,Tablet,1,3000,2025-07-18
71102,C0277,Monitor,2,12000,2025-07-07
85987,C0967,Laptop,2,1500,2025-06-22
17940,C0522,Tablet,2,3000,2025-07-17
22770,C0666,Keyboard,5,3000,2025-07-28
29696,C0818,Headphones,3,1500,2025-07-03
62979,C0049,Tablet,4,70000,2025-07-14
56730,C0777,Mouse,4,70000,2025-06-16
88967,C0006,Keyboard,2,25000,2025-06-19
82420,C0179,Mouse,3,3000,2025-07-20
46513,C0067,Monitor,5,500,2025-06-18
35972,C0835,Mouse,4,3000,2025-06-07
97855,C0780,Mouse,1,70000,2025-06-06
95721,C0093,Tablet,5,500,2025-08-03
86628,C0495,Headphones,2,500,2025-06-20
38817,C0178,Headphones,1,25000,2025-06-22
96429,C0418,Headphones,2,1500,2025-07-17
38980,C0889,Mouse,2,1500,2025-07-09
82576,C0792,Mouse,3,25000,2025-07-15
68020,C0622,Laptop,2,500,2025-06-13
27808,C0748,Keyboard,2,12000,2025-06-30
26595,C0562,Headphones,5,3000,2025-06-12
10504,C0609,Laptop,1,70000,2025-06-08
14502,C0481,Laptop,5,12000,2025-07-26
92648,C0006,Headphones,4,12000,2025-07-01
57989,C0648,Monitor,1,70000,2025-06-23
16115,C0422,Keyboard,4,1500,2025-08-03
47261,C0308,Keyboard,2,1500,2025-07-27
82543,C0259,Mouse,2,1500,2025-06-20
28015,C0647,Keyboard,3,3000,2025-07-14
91698,C0706,Keyboard,4,12000,2025-07-19
81509,C0503,Headphones,1,500,2025-06-30
24919,C0990,Mouse,3,1500,2025-06-30
37510,C0821,Mouse,2,70000,2025-06-16
53737,C0682,Headphones,4,3000,2025-07-07
55235,C0380,Keyboard,1,70000,2025-07-06
80379,C0570,Laptop,4,500,2025-06-18
15699,C0099,Keyboard,5,3000,2025-07-18
18546,C0726,Mouse,1,70000,2025-06-25
62050,C0921,Mouse,1,500,2025-07-20
73596,C0954,Tablet,5,3000,2025-07-16
16649,C0991,Mouse,1,500,2025-06-06
88988,C0918,Headphones,3,3000,2025-07-26
11765,C0739,Mouse,2,1500,2025-07-06
31829,C0038,Mouse,4,1500,2025-06-11
60876,C0764,Laptop,3,3000,2025-07-24
89858,C0183,Laptop,1,500,2025-06-30
76337,C0069,Tablet,5,500,2025-07-08
33229,C0403,Monitor,1,70000,2025-06-22
84909,C0468,Mouse,4,70000,2025-07-07
40690,C0081,Mouse,4,12000,2025-07-04
34640,C0751,Monitor,4,25000,2025-06-30
27749,C0648,Tablet,1,70000,2025-07-31
72073,C0167,Monitor,5,70000,2025-06-24
72609,C0589,Tablet,1,12000,2025-07-25
94486,C0494,Laptop,3,70000,2025-06-29
73349,C0049,Headphones,1,25000,2025-06-11
85912,C0201,Mouse,5,3000,2025-07-08
47760,C0503,Headphones,2,1500,2025-08-04
73222,C0036,Tablet,5,500,2025-06-19
71212,C0369,Headphones,4,500,2025-07-15
23943,C0091,Keyboard,3,12000,2025-06-28
17606,C0343,Keyboard,2,500,2025-07-17
99817,C0401,Headphones,2,3000,2025-06-20
63182,C0530,Headphones,3,70000,2025-06-28
38833,C0617,Monitor,1,3000,2025-07-04
68997,C0371,Monitor,3,70000,2025-07-05
23621,C0701,Keyboard,2,1500,2025-07-05
36512,C0230,Monitor,2,1500,2025-06-26
36998,C0388,Keyboard,4,500,2025-07-10
18027,C0440,Headphones,1,3000,2025-07-13
11264,C0278,Headphones,4,70000,2025-07-19
61847,C0637,Mouse,1,70000,2025-07-30
80541,C0035,Tablet,5,3000,2025-07-25
90269,C0772,Keyboard,2,1500,2025-06-18
33604,C0544,Keyboard,4,1500,2025-06-13
43314,C0390,Keyboard,1,12000,2025-07-28
86004,C0122,Laptop,4,70000,2025-07-27
37183,C0297,Monitor,3,500,2025-07-29
96385,C0170,Mouse,3,1500,2025-07-03
45875,C0260,Laptop,5,70000,2025-07-30
66551,C0149,Laptop,5,25000,2025-06-18
40128,C0195,Tablet,2,1500,2025-07-25
74582,C0359,Tablet,2,3000,2025-06-23
55788,C0039,Monitor,4,3000,2025-07-15
59733,C0988,Laptop,2,25000,2025-07-18
51667,C0081,Keyboard,1,3000,2025-06-11
85484,C0624,Keyboard,3,3000,2025-06-30
46719,C0025,Headphones,3,25000,2025-07-27
57435,C0394,Monitor,5,12000,2025-06-16
23349,C0838,Laptop,1,70000,2025-07-08
10072,C0643,Laptop,1,25000,2025-07-13
95273,C0427,Monitor,2,12000,2025-06-09
27102,C0483,Mouse,2,12000,2025-07-04
85917,C0424,Headphones,5,12000,2025-07-15
39237,C0129,Mouse,2,1500,2025-06-25
21927,C0874,Mouse,3,3000,2025-06-11
49294,C0192,Tablet,4,12000,2025-07-25
15492,C0087,Monitor,5,3000,2025-07-12
90701,C0336,Tablet,5,1500,2025-07-29
59725,C0092,Monitor,1,1500,2025-08-03
56402,C0681,Laptop,2,500,2025-06-11
37888,C0045,Keyboard,4,12000,2025-06-23
20136,C0056,Mouse,3,25000,2025-06-08
63766,C0677,Mouse,4,70000,2025-07-22
88686,C0089,Monitor,5,70000,2025-07-30
48562,C0807,Headphones,4,70000,2025-07-23
20637,C0662,Mouse,1,12000,2025-07-27
65172,C0117,Mouse,2,25000,2025-06-22
40613,C0721,Laptop,1,70000,2025-07-25
18495,C0361,Laptop,4,1500,2025-06-21
86796,C0809,Monitor,3,25000,2025-07-30
31852,C0894,Mouse,5,3000,2025-06-20
41112,C0716,Monitor,5,70000,2025-06-22
68524,C0083,Laptop,2,500,2025-07-07
93934,C0093,Keyboard,2,1500,2025-07-18
85411,C0361,Headphones,5,25000,2025-07-11
60176,C0450,Tablet,3,1500,2025-07-05
29980,C0028,Headphones,4,1500,2025-06-18
76149,C0785,Monitor,3,70000,2025-07-12
76467,C0320,Laptop,1,500,2025-07-31
54883,C0152,Mouse,2,3000,2025-06-15
75459,C0015,Monitor,1,12000,2025-06-26
90470,C0835,Tablet,3,12000,2025-07-19
11381,C0967,Headphones,3,1500,2025-06-23
94073,C0619,Mouse,4,25000,2025-06-06
88640,C0883,Mouse,3,500,2025-06-17
12478,C0753,Headphones,2,1500,2025-07-10
37020,C0351,Laptop,4,25000,2025-07-24
33557,C0175,Headphones,5,500,2025-06-09
50521,C0666,Headphones,4,3000,2025-06-15
49368,C0898,Tablet,1,3000,2025-07-07
30694,C0908,Tablet,1,500,2025-06-21
28516,C0537,Keyboard,1,12000,2025-06-21
35450,C0304,Headphones,1,500,2025-07-19
57081,C0208,Tablet,3,25000,2025-06-07
49484,C0764,Laptop,3,3000,2025-07-19
91207,C0340,Monitor,2,25000,2025-06-12
66819,C0578,Keyboard,5,3000,2025-07-02
95761,C0331,Mouse,2,25000,2025-07-31
49969,C0152,Headphones,4,12000,2025-07-15
39037,C0296,Headphones,3,70000,2025-06-10
78330,C0271,Headphones,4,12000,2025-07-04
92745,C0188,Mouse,5,500,2025-07-11
53661,C0760,Keyboard,2,500,2025-07-02
22652,C0395,Laptop,1,1500,2025-08-04
42867,C0653,Headphones,3,70000,2025-07-26
37886,C0157,Monitor,3,3000,2025-07-30
15548,C0386,Monitor,4,25000,2025-06-06
15779,C0542,Keyboard,3,500,2025-06-21
32907,C0315,Headphones,1,1500,2025-07-20
40896,C0405,Headphones,2,500,2025-07-17
99173,C0201,Tablet,1,70000,2025-06-22
47550,C0970,Mouse,1,3000,2025-06-12
71816,C0576,Keyboard,1,12000,2025-06-18
58962,C0311,Tablet,2,70000,2025-08-01
99837,C0599,Monitor,5,500,2025-07-06
53456,C0287,Tablet,4,500,2025-06-15
87234,C0247,Keyboard,3,25000,2025-07-17
42791,C0610,Monitor,1,12000,2025-07-13
53653,C0789,Laptop,1,12000,2025-07-06
90800,C0113,Monitor,2,1500,2025-06-28
83556,C0173,Monitor,4,12000,2025-07-03
46927,C0646,Headphones,5,12000,2025-07-09
15141,C0739,Laptop,4,500,2025-07-04
30536,C0441,Keyboard,5,12000,2025-07-23
62524,C0068,Headphones,5,12000,2025-07-30
15346,C0778,Headphones,1,25000,2025-06-21
19113,C0308,Keyboard,5,500,2025-07-09
37279,C0144,Monitor,1,500,2025-06-08
55180,C0716,Laptop,5,500,2025-06-27
10683,C0324,Headphones,4,25000,2025-07-06
57629,C0333,Keyboard,5,1500,2025-07-09
96019,C0307,Tablet,5,70000,2025-07-20
90747,C0966,Monitor,3,25000,2025-06-26
32253,C0206,Keyboard,4,500,2025-07-22
77622,C0229,Headphones,3,3000,2025-07-04
99794,C0020,Mouse,5,12000,2025-06-25
88769,C0541,Monitor,3,500,2025-06-30
26300,C0083,Monitor,4,500,2025-07-18
49459,C0938,Keyboard,1,500,2025-06-20
35870,C0295,Headphones,4,25000,2025-06-21
65580,C0431,Mouse,1,500,2025-07-26
13905,C0303,Headphones,5,25000,2025-07-19
14580,C0320,Monitor,4,70000,2025-07-04
60278,C0920,Laptop,1,500,2025-07-19
83384,C0395,Mouse,5,25000,2025-07-14
73558,C0675,Keyboard,2,3000,2025-06-20
81518,C0766,Keyboard,1,25000,2025-07-16
96964,C0300,Mouse,2,3000,2025-06-06
35862,C0388,Tablet,4,12000,2025-06-06
10417,C0767,Tablet,4,500,2025-08-03
25009,C0448,Mouse,3,3000,2025-07-09
23983,C0138,Keyboard,5,70000,2025-07-01
60809,C0312,Laptop,5,70000,2025-07-13
12041,C0273,Keyboard,1,500,2025-06-19
59105,C0342,Mouse,2,25000,2025-06-24
27451,C0768,Tablet,4,3000,2025-08-04
66992,C0959,Laptop,4,70000,2025-06-18
77014,C0020,Mouse,5,500,2025-06-08
45090,C0534,Headphones,5,70000,2025-07-22
41056,C0556,Headphones,5,12000,2025-07-17
98081,C0465,Tablet,4,1500,2025-07-09
83553,C0056,Keyboard,2,3000,2025-07-10
93940,C0030,Monitor,1,70000,2025-06-28
22663,C0918,Keyboard,2,500,2025-07-29
86853,C0102,Keyboard,4,3000,2025-06-22
79163,C0444,Headphones,2,70000,2025-07-11
25520,C0827,Laptop,2,25000,2025-06-19
24403,C0899,Laptop,4,12000,2025-07-14
31899,C0753,Keyboard,4,70000,2025-07-10
28010,C0326,Tablet,1,25000,2025-07-10
29260,C0366,Monitor,5,25000,2025-07-07
69115,C0349,Mouse,5,1500,2025-06-08
71277,C0417,Monitor,4,3000,2025-06-29
50661,C0630,Tablet,3,500,2025-07-29
30801,C0586,Keyboard,4,3000,2025-07-18
25804,C0001,Tablet,4,70000,2025-06-16
52151,C0251,Laptop,2,500,2025-07-24
41130,C0568,Keyboard,1,3000,2025-06-17
17561,C0723,Monitor,2,25000,2025-06-06
77152,C0722,Laptop,3,500,2025-07-02
50085,C0931,Tablet,3,500,2025-07-20
86114,C0882,Keyboard,5,500,2025-08-01
42900,C0781,Tablet,4,70000,2025-07-04
74482,C0148,Mouse,2,70000,2025-06-22
74288,C0290,Mouse,5,1500,2025-06-27
65686,C0797,Monitor,4,12000,2025-07-09
90203,C0541,Monitor,2,3000,2025-08-02
24614,C0592,Headphones,3,1500,2025-06-22
18871,C0424,Mouse,2,12000,2025-06-26
82980,C0748,Tablet,3,12000,2025-08-03
30685,C0492,Tablet,1,3000,2025-07-01
63188,C0591,Tablet,5,500,2025-08-02
93075,C0877,Monitor,5,12000,2025-06-29
32373,C0391,Laptop,5,12000,2025-06-28
10953,C0573,Monitor,1,12000,2025-06-19
75035,C0330,Keyboard,1,3000,2025-08-03
47339,C0442,Monitor,1,12000,2025-07-21
14570,C0135,Laptop,1,1500,2025-07-07
85131,C0293,Headphones,4,1500,2025-08-03
70939,C0212,Monitor,2,25000,2025-07-23
44202,C0706,Headphones,5,500,2025-07-19
50598,C0818,Tablet,5,25000,2025-06-22
62770,C0967,Mouse,5,70000,2025-06-10
69717,C0880,Mouse,2,70000,2025-06-18
14933,C0862,Laptop,1,500,2025-07-08
26258,C0214,Mouse,5,500,2025-06-20
50244,C0083,Monitor,1,25000,2025-07-15
34490,C0868,Mouse,1,12000,2025-06-16
30862,C0213,Keyboard,2,25000,2025-07-29
54242,C0790,Laptop,4,25000,2025-06-07
78709,C0921,Keyboard,5,12000,2025-07-30
33192,C0667,Laptop,2,12000,2025-06-13
96313,C0697,Mouse,4,1500,2025-06-11
81794,C0566,Keyboard,4,3000,2025-07-02
91727,C0329,Mouse,1,12000,2025-07-30
12958,C0238,Laptop,3,1500,2025-06-07
25729,C0375,Laptop,3,12000,2025-07-03
36832,C0830,Keyboard,5,3000,2025-07-19
85649,C0657,Mouse,5,500,2025-06-18
97505,C0589,Tablet,1,500,2025-06-30
14210,C0621,Keyboard,2,1500,2025-06-20
58102,C0052,Tablet,1,500,2025-07-11
79095,C0305,Laptop,4,500,2025-07-22
66060,C0588,Tablet,5,1500,2025-06-06
50863,C0369,Tablet,3,25000,2025-06-28
77696,C0178,Tablet,4,12000,2025-07-16
52613,C0346,Laptop,3,500,2025-07-08
67076,C0776,Monitor,3,1500,2025-07-09
17376,C0201,Laptop,1,3000,2025-06-28
73068,C0844,Tablet,5,12000,2025-07-13
83171,C0031,Laptop,4,25000,2025-07-29
21884,C0589,Headphones,2,25000,2025-07-19
79370,C0723,Tablet,5,25000,2025-06-13
82811,C0612,Laptop,5,3000,2025-06-08
44860,C0224,Mouse,2,500,2025-06-14
66256,C0122,Monitor,2,3000,2025-06-08
70304,C0995,Mouse,2,12000,2025-07-14
60552,C0695,Monitor,1,500,2025-08-02
98137,C0314,Laptop,2,1500,2025-07-16
72933,C0403,Headphones,4,12000,2025-07-14
42607,C0763,Laptop,1,70000,2025-07-17
16866,C0778,Headphones,3,70000,2025-06-20
81476,C0681,Laptop,5,12000,2025-06-21
84101,C0078,Mouse,5,12000,2025-07-31
58496,C0075,Keyboard,4,70000,2025-06-28
73092,C0456,Mouse,3,25000,2025-07-27
82373,C0271,Laptop,3,500,2025-06-12
36627,C0759,Headphones,2,25000,2025-07-23
76904,C0663,Headphones,3,3000,2025-07-11
41386,C0930,Mouse,1,500,2025-07-17
83744,C0361,Mouse,3,70000,2025-06-07
71604,C0074,Tablet,2,70000,2025-07-14
40277,C0571,Keyboard,1,1500,2025-07-16
76709,C0536,Laptop,2,500,2025-06-21
76894,C0669,Laptop,3,500,2025-06-19
31276,C0508,Keyboard,4,500,2025-07-29
84988,C0120,Monitor,5,70000,2025-06-07
22741,C0696,Headphones,1,12000,2025-07-22
16728,C0676,Headphones,2,70000,2025-06-22
71901,C0649,Monitor,3,12000,2025-06-20
38949,C0986,Laptop,3,500,2025-07-20
88771,C0316,Headphones,5,500,2025-06-30
